date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
2012-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.76,-11.32,-0.4
2012-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.43,-10.9,-0.4
2012-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.59,-11.02,-0.4
2012-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.49,-11.07,-0.4
2012-07-01,-0.8,-0.7,-1.0,-1.0,1.14,1.81,-10.54,-8.04,-3.44,1.08,-0.3,0.3,0.0,1.39,1.55,-0.05,4.33,-6.67,0.0,0.0,-0.1,1.14,66.0,-2.4,3.81,10.69,,,
2012-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.01,-11.13,-0.4
2012-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.44,-11.13,-0.4
2012-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.06,-11.5,-0.4
2012-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.9,-11.11,-0.3
2012-08-01,-0.9,-0.8,-1.0,-0.9,5.06,-5.96,-16.05,-9.75,-2.22,0.65,-0.6,0.1,0.29,1.39,3.54,3.47,1.87,2.66,0.3,0.0,0.0,1.11,-19.0,-9.26,4.31,8.87,,,
2012-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.97,-11.1,-0.3
2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.33,-11.07,-0.4
2012-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.01,-10.81,-0.4
2012-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.8,-11.03,-0.4
2012-09-01,-1.0,-1.0,-1.4,-1.2,-7.84,-2.15,-7.41,-13.14,-1.49,0.67,-0.6,0.3,0.0,1.54,-2.87,-2.76,-4.46,-3.58,0.0,-0.2,-0.1,0.6,-130.0,-5.4,4.08,6.17,-11.49,-11.16,-0.4
2012-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.87,-11.29,-0.4
2012-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5,-11.42,-0.4
2012-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.76,-11.41,-0.3
2012-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.49,-11.16,-0.3
2012-10-01,-0.7,-0.9,-1.1,-1.1,-1.24,-12.03,-8.55,-10.81,2.33,1.03,-0.3,0.4,-0.29,1.18,0.43,2.67,1.9,5.41,0.0,0.1,0.0,1.82,-29.0,-5.24,3.39,6.48,,,
2012-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.69,-11.11,-0.4
2012-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.85,-10.95,-0.3
2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.19,-11.06,-0.3
2012-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.35,-11.52,-0.4
2012-11-01,-0.8,-0.8,-1.0,-1.0,2.5,-4.7,-13.14,-9.75,-2.99,0.79,-0.5,0.1,0.0,1.43,2.84,1.87,1.91,0.47,0.2,0.0,0.0,0.4,114.0,-3.33,3.96,6.72,,,
2012-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.52,-10.25,-0.3
2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.49,-9.66,-0.3
2012-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.07,-9.63,-0.4
2012-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.58,-8.93,-0.3
2012-12-01,-0.6,-0.7,-0.6,-0.6,2.91,0.97,-5.0,-6.07,-6.93,1.06,-0.3,0.1,0.29,1.69,2.2,0.83,3.53,-5.61,0.1,-0.1,-0.1,1.52,26.0,-2.79,4.51,5.62,-11.13,-10.07,-0.3
2012-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.86,-10.17,-0.3
2012-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4,-10.25,-0.3
2012-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.9,-10.33,-0.3
2012-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.31,-10.62,-0.4
2013-01-01,-0.6,-0.4,-0.4,-0.5,12.37,7.12,-3.37,-2.55,-11.44,0.9,0.0,0.2,-0.29,1.74,0.67,4.55,12.32,-6.62,0.0,0.1,-0.1,-1.03,-123.0,-1.85,3.64,5.05,,,
2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.01,-11.53,-0.3
2013-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.48,-11.17,-0.4
2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.22,-10.04,-0.3
2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.15,-9.23,-0.3
2013-02-01,-0.5,-0.4,-0.7,-0.6,3.95,-1.72,-13.9,-6.74,-8.31,0.41,-0.4,0.1,0.0,2.09,0.24,-1.29,7.89,-12.56,0.3,-0.1,-0.2,0.01,315.0,-0.73,4.09,3.94,,,
2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.32,-9.55,-0.3
2013-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.36,-8.76,-0.3
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.23,-9.26,-0.3
2013-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.29,-9.55,-0.3
2013-03-01,-0.5,-0.5,-0.7,-0.6,-9.08,1.36,-5.67,-8.05,-5.85,0.17,-0.5,0.0,0.0,1.88,-4.5,-0.84,-1.98,0.17,0.0,-0.1,0.0,1.54,114.0,-0.68,3.79,4.92,,,
2013-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.57,-9.86,-0.4
2013-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.81,-10.23,-0.2
2013-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,-10.02,-0.2
2013-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.69,-9.62,-0.2
2013-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.27,-8.55,-0.2
2013-04-01,-0.5,-0.3,-0.6,-0.6,-5.22,1.04,0.67,-7.01,-6.89,0.55,-0.3,0.2,0.0,1.83,4.17,2.05,7.59,-4.63,0.1,0.1,-0.1,0.28,99.0,0.64,3.98,5.19,,,
2013-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.49,-7.97,-0.2
2013-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.87,-8.09,-0.3
2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,-8.09,-0.3
2013-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,-8.47,-0.2
2013-05-01,-0.5,-0.6,-0.7,-0.9,4.86,-12.48,17.51,-7.95,-7.07,0.43,-0.3,0.1,0.29,1.88,2.87,0.11,4.49,-6.75,0.2,0.0,-0.2,-1.21,-14.0,-2.02,4.35,5.15,,,
2013-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.54,-8.73,-0.2
2013-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.77,-8.96,-0.3
2013-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.51,-8.91,-0.3
2013-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.12,-9.49,-0.3
2013-06-01,-0.7,-0.7,-0.5,-0.5,-2.44,1.6,3.25,-7.41,-9.68,0.43,-0.4,0.0,0.29,2.13,0.0,-1.71,2.37,-6.92,0.2,-0.1,-0.1,0.68,304.0,0.38,4.51,4.66,-9.86,-9.82,-0.3
2013-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.14,-9.66,-0.3
2013-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.84,-9.99,-0.3
2013-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.92,-10.19,-0.3
2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.11,-10.0,-0.3
2013-07-01,-0.6,-0.8,-0.8,-0.9,-6.35,-7.24,1.02,-10.44,-5.09,0.42,-0.4,0.2,0.0,1.97,5.41,6.5,14.04,-0.52,0.1,0.1,0.0,1.44,199.0,0.21,4.13,4.29,,,
2013-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.07,-8.99,-0.2
2013-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.95,-8.76,-0.3
2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.43,-8.63,-0.3
2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.12,-8.64,-0.3
2013-08-01,-0.7,-0.6,-0.8,-1.0,-11.1,-4.38,-9.15,-9.56,-5.05,0.54,-0.2,0.3,0.29,2.18,6.29,4.05,11.94,-4.12,0.1,0.1,-0.1,1.07,156.0,-1.98,4.77,4.53,,,
2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.84,-9.83,-0.3
2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.38,-9.94,-0.3
2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.22,-9.89,-0.3
2013-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.65,-10.53,-0.3
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.67,-11.49,-0.4
2013-09-01,-0.6,-0.4,-0.5,-0.7,2.6,-4.54,-3.54,-6.97,-6.03,0.34,-0.4,0.0,0.0,2.22,9.86,10.43,18.05,4.82,0.1,0.3,0.1,-0.93,130.0,-10.46,4.2,6.02,,,
2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.79,-12.84,-0.4
2013-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.66,-13.69,-0.4
2013-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7,-13.46,-0.3
2013-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.03,-12.55,-0.3
2013-10-01,-0.7,-0.2,-0.6,-0.6,7.13,-7.69,-3.29,-8.15,-11.36,-0.57,-1.0,-0.5,0.0,2.32,2.94,2.09,16.56,-11.42,0.3,0.0,-0.2,-2.33,-11.0,-3.25,4.47,4.94,,,
2013-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.11,-11.63,-0.4
2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.42,-11.06,-0.4
2013-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.72,-11.07,-0.4
2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.18,-10.61,-0.3
2013-11-01,-0.5,-0.5,-0.9,-1.0,-8.05,-6.84,-2.87,-10.15,-6.15,-0.05,-0.6,-0.1,0.0,2.37,2.96,0.46,15.06,-15.15,0.1,0.0,-0.2,-0.6,-284.0,-5.49,4.54,4.9,,,
2013-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7,-11.53,-0.4
2013-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.05,-11.95,-0.4
2013-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.68,-12.94,-0.4
2013-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39,-13.96,-0.3
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.11,-13.32,-0.3
2013-12-01,-0.7,-0.7,-1.3,-1.3,-15.53,-12.27,-9.94,-15.4,-2.93,-0.29,-0.8,0.0,-0.29,2.21,3.64,6.65,11.51,4.12,0.0,0.2,0.0,-0.59,-152.0,-1.46,3.78,5.74,,,
2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.44,-12.67,-0.3
2013-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.68,-11.17,-0.3
2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.08,-10.83,-0.3
2013-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.23,-10.36,-0.2
2014-01-01,-0.8,-0.9,-1.5,-1.3,-11.04,-21.96,-10.31,-18.19,-1.4,-0.26,-0.8,0.2,0.0,2.31,3.1,2.02,1.36,7.63,0.1,0.0,0.1,0.1,-82.0,-10.49,4.14,4.86,,,
2014-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.75,-14.82,-0.2
2014-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.47,-11.64,-0.2
2014-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.27,-8.43,-0.2
2014-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.18,-8.17,-0.2
2014-02-01,-0.7,-0.7,-1.1,-1.2,-12.42,-7.47,-8.21,-13.4,0.27,0.11,-0.5,0.1,-0.58,2.6,2.73,5.96,4.92,6.19,0.2,0.1,0.1,-0.74,-269.0,-10.75,3.75,5.24,-7.25,-8.05,-0.2
2014-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.21,-8.24,-0.2
2014-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.76,-7.36,-0.2
2014-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.23,-6.87,-0.2
2014-03-01,-0.6,-0.6,-0.9,-1.0,-1.18,-9.38,-6.5,-11.2,-4.59,0.66,-0.2,0.4,0.0,2.45,9.02,6.53,15.3,-4.7,0.2,0.2,-0.1,0.66,-72.0,-3.72,4.19,4.92,-7.44,-6.91,-0.2
2014-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.88,-6.83,-0.2
2014-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,-7.57,-0.3
2014-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.08,-7.78,-0.3
2014-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4,-8.78,-0.3
2014-04-01,-0.9,-0.8,-1.4,-1.4,-2.53,-18.26,-23.09,-17.5,-4.38,-0.02,-0.6,0.3,0.29,2.35,6.74,3.96,7.75,-1.62,0.3,0.0,0.0,-1.5,156.0,-5.71,4.45,4.84,,,
2014-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.25,-9.87,-0.3
2014-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.38,-10.53,-0.3
2014-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.59,-10.66,-0.2
2014-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.92,-10.54,-0.3
2014-05-01,-1.0,-0.7,-1.2,-1.1,-3.29,-10.41,-28.25,-15.4,-6.52,0.1,-0.5,0.3,0.29,2.39,3.11,2.93,11.15,-6.86,0.3,0.0,-0.1,-2.2,229.0,-8.61,4.61,4.87,,,
2014-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.18,-10.52,-0.3
2014-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.55,-10.06,-0.3
2014-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.02,-10.92,-0.3
2014-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.15,-11.23,-0.3
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.94,-11.42,-0.3
2014-06-01,-1.0,-0.8,-1.7,-1.8,-9.81,-14.87,-19.88,-19.5,-6.87,-0.03,-0.6,0.4,0.0,2.33,10.92,7.08,13.8,0.0,0.5,0.1,0.0,0.57,-3.0,-8.4,4.41,4.9,,,
2014-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.52,-12.41,-0.3
2014-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.38,-12.75,-0.3
2014-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.8,-12.91,-0.3
2014-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.12,-13.46,-0.3
2014-07-01,-0.9,-0.7,-1.2,-1.3,4.33,-12.86,-17.53,-15.24,-12.33,0.26,-0.4,0.3,0.29,2.33,9.8,7.4,11.43,3.97,0.6,0.2,0.0,-0.42,-99.0,-8.61,4.76,5.49,,,
2014-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.41,-14.72,-0.5
2014-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.04,-15.38,-0.4
2014-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.74,-15.61,-0.4
2014-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.15,-16.12,-0.4
2014-08-01,-0.9,-0.8,-1.2,-1.2,5.86,-11.12,-10.2,-14.89,-14.89,0.34,-0.4,0.3,0.29,2.43,1.69,2.89,10.06,-6.44,0.8,0.0,-0.1,-0.29,67.0,-8.18,4.82,5.82,,,
2014-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.06,-15.01,-0.4
2014-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.04,-15.01,-0.4
2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2,-15.37,-0.4
2014-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.37,-15.17,-0.4
2014-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.43,-14.79,-0.3
2014-09-01,-1.0,-0.9,-1.4,-1.4,-9.18,-4.87,-19.98,-17.82,-14.71,0.23,-0.4,0.4,0.29,2.13,8.95,7.44,18.68,-9.2,0.5,0.2,-0.2,-0.33,135.0,-9.58,4.82,6.39,,,
2014-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11,-14.05,-0.3
2014-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.9,-13.72,-0.3
2014-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.16,-14.18,-0.4
2014-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.56,-15.47,-0.5
2014-10-01,-1.0,-1.2,-1.5,-1.5,-11.65,-12.85,-19.4,-19.27,-7.98,1.13,0.1,1.0,0.58,2.22,13.13,13.49,14.59,9.55,0.5,0.3,0.1,1.64,733.0,-11.48,5.06,6.37,,,
2014-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.66,-16.34,-0.4
2014-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.64,-17.26,-0.4
2014-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.91,-17.19,-0.4
2014-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8,-17.25,-0.4
2014-11-01,-1.0,-0.8,-1.2,-1.1,2.7,-7.08,-17.4,-15.73,-10.66,0.79,-0.1,0.6,0.58,2.26,7.7,7.21,8.74,5.89,0.4,0.1,0.0,1.16,542.0,-10.62,5.03,5.85,-15.21,-16.9,-0.4
2014-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5,-17.11,-0.4
2014-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.13,-17.17,-0.4
2014-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.07,-16.49,-0.4
2014-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.54,-15.59,-0.3
2014-12-01,-1.0,-0.7,-1.2,-1.2,1.8,-8.84,-24.22,-16.21,-10.41,0.74,-0.1,0.6,0.58,1.82,12.53,9.9,11.59,4.92,0.6,0.2,0.0,0.2,369.0,-12.41,4.94,5.52,,,
2014-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.67,-15.37,-0.4
2014-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.05,-15.62,-0.4
2014-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.44,-16.2,-0.4
2014-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.72,-16.74,-0.4
2015-01-01,-0.8,-0.7,-0.9,-1.1,-3.23,-4.61,-18.81,-12.91,-8.83,1.08,0.0,0.5,0.29,2.01,9.4,10.17,19.6,-0.94,0.8,0.3,0.0,-0.05,595.0,-6.69,5.01,6.08,,,
2015-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.98,-16.82,-0.4
2015-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.44,-16.67,-0.4
2015-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.95,-16.79,-0.4
2015-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.07,-17.86,-0.4
2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.46,-18.23,-0.5
2015-02-01,-1.0,-0.8,-1.2,-1.3,0.67,-13.59,-17.77,-16.91,-14.52,0.75,-0.2,0.5,0.87,1.61,9.18,7.03,13.69,-0.57,0.6,0.2,-0.1,0.04,56.0,-8.69,5.34,5.05,,,
2015-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.01,-18.37,-0.4
2015-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.94,-18.62,-0.5
2015-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.07,-18.38,-0.4
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.43,-17.38,-0.3
2015-03-01,-1.1,-0.8,-1.2,-1.3,0.45,-10.04,-27.24,-17.97,-13.6,0.39,-0.5,0.3,0.0,2.0,7.62,12.93,12.45,15.85,0.5,0.3,0.2,-1.79,104.0,-10.79,4.7,4.69,,,
2015-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.16,-16.91,-0.4
2015-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.58,-15.82,-0.3
2015-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.64,-15.96,-0.4
2015-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.53,-16.23,-0.4
2015-04-01,-0.9,-0.7,-0.8,-0.9,12.05,-1.35,-27.36,-11.87,-11.46,1.09,0.0,0.4,0.0,2.0,6.48,7.55,9.34,5.22,0.6,0.2,0.0,1.75,-141.0,-11.96,4.6,4.53,,,
2015-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.74,-16.37,-0.4
2015-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.43,-16.11,-0.3
2015-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.64,-16.1,-0.4
2015-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.73,-16.15,-0.4
2015-05-01,-0.7,-0.4,-0.8,-0.9,-4.45,6.49,-11.86,-10.4,-10.76,1.26,0.0,0.5,0.0,2.19,6.95,5.53,10.47,0.06,0.5,0.1,0.0,0.92,-168.0,-8.55,4.83,4.94,,,
2015-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.32,-16.05,-0.4
2015-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.28,-16.75,-0.3
2015-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.02,-16.09,-0.3
2015-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5,-15.78,-0.3
2015-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.14,-14.99,-0.3
2015-06-01,-0.7,-0.5,-0.9,-0.9,-4.47,-1.28,-6.99,-12.82,-16.22,0.87,-0.1,0.4,0.0,1.94,4.06,7.94,9.93,3.41,0.1,0.2,0.0,-0.87,92.0,-13.93,4.47,4.87,,,
2015-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39,-14.27,-0.3
2015-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.6,-13.66,-0.3
2015-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.31,-12.86,-0.3
2015-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.35,-12.17,-0.3
2015-07-01,-0.8,-0.5,-1.0,-1.1,-1.04,-7.88,-14.62,-15.0,-14.07,0.63,-0.3,0.3,0.29,2.04,2.84,2.11,4.98,-4.38,0.7,0.0,-0.1,-2.91,208.0,-15.52,4.88,4.2,,,
2015-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.09,-11.84,-0.2
2015-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.95,-11.67,-0.2
2015-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.82,-11.3,-0.2
2015-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.74,-11.4,-0.2
2015-08-01,-0.7,-0.5,-1.1,-1.2,-20.88,-2.51,-14.81,-16.74,-11.25,0.67,-0.3,0.4,0.0,2.18,7.34,8.85,12.95,4.36,0.0,0.2,0.0,-2.7,90.0,-10.58,4.51,3.59,-10.79,-11.07,-0.2
2015-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.41,-10.69,-0.2
2015-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.37,-10.58,-0.2
2015-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,-10.22,-0.2
2015-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.17,-9.82,-0.2
2015-09-01,-0.7,-0.4,-1.0,-1.0,-0.04,-11.17,-14.19,-14.63,-19.44,0.44,-0.4,0.1,0.0,2.08,2.68,5.25,1.68,14.32,0.3,0.1,0.2,-1.55,172.0,-13.93,4.43,2.66,,,
2015-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.52,-9.35,-0.2
2015-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.52,-8.88,-0.2
2015-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,-8.73,-0.2
2015-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,-8.36,-0.1
2015-10-01,-0.6,-0.3,-0.8,-0.9,-4.89,-1.0,-13.43,-11.88,-14.86,0.48,-0.4,0.0,-0.29,2.37,4.44,1.92,3.38,0.54,0.4,0.0,0.0,-1.88,-180.0,-17.25,4.49,3.07,,,
2015-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.59,-8.63,-0.2
2015-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.09,-8.53,-0.2
2015-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.97,-8.84,-0.2
2015-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.81,-8.87,-0.2
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.48,-8.85,-0.2
