date,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Total Unemployed (000s),Average Duration of Unemployment (Weeks),Civilian Labor Force Level (000s),Labor Force Participation Rate,Employment-Population Ratio,Average Weekly Hours - All Employees,Average Hourly Earnings - Production Workers,Hires: Total Nonfarm,Total Separations: Total Nonfarm,Quits: Total Nonfarm,Layoffs and Discharges: Total Nonfarm,Job Openings Rate,Total Separations Rate,Layoffs and Discharges Rate,Multiple Jobholders (000s),Multiple Jobholders as % of Employed,Part-Time for Economic Reasons (000s),Aggregate Weekly Payrolls Index,Temp Help Services Employment (000s),Continuing Claims,Continuing Claims - 4 Week Average,Insured Unemployment Rate
1979-02-01,1.2,2.5,,,2899.0,1964.0,745.0,6173.0,11.2,104502.0,63.8,60.1,,6.18,,,,,,,,16146.0,,3486.0,,,,,
1979-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2411000.0,2393750.0,3.1
1979-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2412000.0,2404750.0,3.1
1979-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2383000.0,2399750.0,3.1
1979-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2451000.0,2414250.0,3.2
1979-03-01,1.3,2.5,,,2843.0,1935.0,773.0,6109.0,11.7,104589.0,63.8,60.0,,6.22,,,,,,,,16109.0,,3494.0,,,,,
1979-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2451000.0,2424250.0,3.2
1979-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2413000.0,2424500.0,3.1
1979-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2377000.0,2423000.0,3.1
1979-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2353000.0,2398500.0,3.1
1979-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2335000.0,2369500.0,3.0
1979-04-01,1.2,2.5,,,2938.0,1908.0,723.0,6069.0,11.0,104172.0,63.5,59.8,,6.21,,,,,,,,15940.0,,3535.0,,,,,
1979-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2368000.0,2358250.0,3.0
1979-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2467000.0,2380750.0,3.1
1979-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2408000.0,2394500.0,3.0
1979-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2351000.0,2398500.0,2.9
1979-05-01,1.2,2.2,,,2773.0,1897.0,719.0,5840.0,11.1,104171.0,63.3,59.8,,6.27,,,,,,,,16051.0,,3532.0,,,,,
1979-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2292000.0,2379500.0,2.9
1979-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2261000.0,2328000.0,2.8
1979-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2238000.0,2285500.0,2.8
1979-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2246000.0,2259250.0,2.8
1979-06-01,1.1,2.2,,,2947.0,1816.0,650.0,5959.0,10.4,104638.0,63.5,59.9,,6.32,,,,,,,,16026.0,,3701.0,,,,,
1979-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2260000.0,2251250.0,2.8
1979-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2207000.0,2237750.0,2.8
1979-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2234000.0,2236750.0,2.8
1979-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2275000.0,2244000.0,2.8
1979-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2282000.0,2249500.0,2.9
1979-07-01,1.1,2.4,,,2890.0,1982.0,653.0,5996.0,10.3,105002.0,63.6,60.0,,6.36,,,,,,,,16142.0,,3556.0,,,,,
1979-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2368000.0,2289750.0,2.8
1979-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2356000.0,2320250.0,2.8
1979-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2335000.0,2335250.0,2.8
1979-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2375000.0,2358500.0,2.9
1979-08-01,1.1,2.6,,,3296.0,1820.0,669.0,6320.0,10.6,105096.0,63.6,59.8,,6.4,,,,,,,,16002.0,,3627.0,,,,,
1979-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2422000.0,2372000.0,2.9
1979-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2466000.0,2399500.0,3.0
1979-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2474000.0,2434250.0,3.0
1979-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2471000.0,2458250.0,3.0
1979-09-01,1.1,2.5,,,2946.0,2054.0,640.0,6190.0,10.5,105530.0,63.8,60.0,,6.45,,,,,,,,16315.0,,3495.0,,,2448000.0,2464750.0,2.9
1979-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2432000.0,2456250.0,2.9
1979-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2431000.0,2445500.0,2.9
1979-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2404000.0,2428750.0,2.9
1979-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2426000.0,2423250.0,2.9
1979-10-01,1.2,2.6,,,3039.0,2011.0,689.0,6296.0,10.5,105700.0,63.7,59.9,,6.46,,,,,,,,16194.0,,3530.0,,,,,
1979-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2428000.0,2422250.0,2.9
1979-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2535000.0,2448250.0,3.0
1979-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2475000.0,2466000.0,2.9
1979-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2522000.0,2490000.0,3.0
1979-11-01,1.2,2.7,,,3030.0,1883.0,688.0,6238.0,10.6,105812.0,63.7,60.0,,6.51,,,,,,,,16279.0,,3692.0,,,,,
1979-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2569000.0,2525250.0,3.0
1979-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2537000.0,2525750.0,3.0
1979-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2656000.0,2571000.0,3.1
1979-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2648000.0,2602500.0,3.1
1979-12-01,1.2,2.7,,,3013.0,2033.0,733.0,6325.0,10.8,106258.0,63.9,60.1,,6.56,,,,,,,,16695.0,,3787.0,,,2698000.0,2634750.0,3.2
1979-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2685000.0,2671750.0,3.2
1979-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2712000.0,2685750.0,3.2
1979-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000.0,2692250.0,3.2
1979-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2725000.0,2699000.0,3.2
1980-01-01,1.3,3.0,,,3215.0,2063.0,805.0,6683.0,10.4,106562.0,64.0,60.0,,6.57,,,,,,,,16692.0,,3736.0,,,,,
1980-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2749000.0,2715000.0,3.2
1980-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2778000.0,2731500.0,3.3
1980-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2783000.0,2758750.0,3.3
1980-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2817000.0,2781750.0,3.3
1980-02-01,1.3,3.0,,,3134.0,2200.0,850.0,6702.0,10.6,106697.0,64.0,60.0,,6.63,,,,,,,,16658.0,,3765.0,,,,,
1980-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2864000.0,2810500.0,3.4
1980-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000.0,2832750.0,3.4
1980-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2877000.0,2856250.0,3.4
1980-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2866000.0,2868500.0,3.4
1980-03-01,1.4,3.0,,,3097.0,2272.0,835.0,6729.0,11.0,106442.0,63.7,59.7,,6.69,,,,,,,,16604.0,,3730.0,,,2848000.0,2864500.0,3.3
1980-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2883000.0,2868500.0,3.4
1980-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2888000.0,2871250.0,3.4
1980-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2921000.0,2885000.0,3.4
1980-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2866000.0,2889500.0,3.4
1980-04-01,1.6,3.5,,,3374.0,2388.0,1003.0,7358.0,11.4,106591.0,63.8,59.4,,6.72,,,,,,,,16556.0,,4163.0,,,,,
1980-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3007000.0,2920500.0,3.5
1980-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3085000.0,2969750.0,3.6
1980-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3188000.0,3036500.0,3.7
1980-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3226000.0,3126500.0,3.7
1980-05-01,1.6,3.9,,,3754.0,2608.0,1021.0,7984.0,10.9,106929.0,63.9,59.1,,6.76,,,,,,,,16670.0,,4700.0,,,,,
1980-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3334000.0,3208250.0,3.9
1980-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3417000.0,3291250.0,4.0
1980-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3544000.0,3380250.0,4.1
1980-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3698000.0,3498250.0,4.3
1980-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3731000.0,3597500.0,4.3
1980-06-01,1.6,4.1,,,3409.0,2879.0,987.0,8098.0,11.3,106780.0,63.7,58.9,,6.82,,,,,,,,16726.0,,4553.0,,,,,
1980-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3781000.0,3688500.0,4.4
1980-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3779000.0,3747250.0,4.4
1980-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3858000.0,3787250.0,4.5
1980-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,3912000.0,3832500.0,4.5
1980-07-01,1.9,4.3,,,3458.0,2817.0,1111.0,8363.0,11.8,107159.0,63.8,58.8,,6.86,,,,,,,,16892.0,,4520.0,,,,,
1980-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3823000.0,3843000.0,4.4
1980-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3836000.0,3857250.0,4.4
1980-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3872000.0,3860750.0,4.5
1980-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3851000.0,3845500.0,4.4
1980-08-01,2.0,4.2,,,3415.0,2658.0,1232.0,8281.0,12.4,107105.0,63.7,58.8,,6.91,,,,,,,,16889.0,,4619.0,,,,,
1980-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3789000.0,3837000.0,4.4
1980-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,3862000.0,3843500.0,4.5
1980-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3813000.0,3828750.0,4.4
1980-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3754000.0,3804500.0,4.3
1980-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3808000.0,3809250.0,4.4
1980-09-01,2.2,4.1,,,3150.0,2613.0,1343.0,8021.0,12.9,107098.0,63.6,58.9,,6.95,,,,,,,,16649.0,,4512.0,,,,,
1980-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3698000.0,3768250.0,4.3
1980-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3699000.0,3739750.0,4.3
1980-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3698000.0,3725750.0,4.3
1980-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3679000.0,3693500.0,4.2
1980-10-01,2.1,4.0,,,3236.0,2544.0,1246.0,8088.0,13.1,107405.0,63.7,58.9,,7.02,,,,,,,,16773.0,,4505.0,,,,,
1980-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3672000.0,3687000.0,4.2
1980-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3549000.0,3649500.0,4.1
1980-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3477000.0,3594250.0,4.0
1980-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,3527000.0,3556250.0,4.1
1980-11-01,2.2,3.9,,,3146.0,2498.0,1196.0,8023.0,13.6,107568.0,63.8,59.0,,7.09,,,,,,,,16883.0,,4497.0,,,3391000.0,3486000.0,3.9
1980-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3380000.0,3443750.0,3.9
1980-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3260000.0,3389500.0,3.7
1980-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,3303000.0,3333500.0,3.8
1980-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3169000.0,3278000.0,3.6
1980-12-01,2.2,3.9,,,3097.0,2234.0,1259.0,7718.0,13.7,107352.0,63.6,59.0,,7.13,,,,,,,,16874.0,,4449.0,,,,,
1980-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3185000.0,3229250.0,3.7
1980-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3125000.0,3195500.0,3.6
1980-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3056000.0,3133750.0,3.5
1980-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3136000.0,3125500.0,3.6
1981-01-01,2.2,3.7,,,3318.0,2334.0,1126.0,8071.0,14.3,108026.0,63.9,59.1,,7.18,,,,,,,,16917.0,,4626.0,,,,,
1981-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3123000.0,3110000.0,3.6
1981-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3082000.0,3099250.0,3.5
1981-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3023000.0,3091000.0,3.5
1981-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2988000.0,3054000.0,3.4
1981-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2975000.0,3017000.0,3.4
1981-02-01,2.2,3.8,,,3287.0,2412.0,1099.0,8051.0,14.1,108242.0,63.9,59.2,,7.23,,,,,,,,17038.0,,4493.0,,,,,
1981-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2945000.0,2982750.0,3.4
1981-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3043000.0,2987750.0,3.5
1981-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3023000.0,2996500.0,3.5
1981-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2901000.0,2978000.0,3.3
1981-03-01,2.1,3.7,,,3328.0,2428.0,1059.0,7982.0,14.0,108553.0,64.1,59.4,,7.29,,,,,,,,17198.0,,4474.0,,,,,
1981-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2931000.0,2974500.0,3.4
1981-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2905000.0,2940000.0,3.3
1981-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2885000.0,2905500.0,3.3
1981-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2876000.0,2899250.0,3.3
1981-04-01,2.0,3.6,,,3185.0,2436.0,1099.0,7869.0,13.9,108925.0,64.2,59.6,,7.33,,,,,,,,17355.0,,4424.0,,,,,
1981-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2875000.0,2885250.0,3.3
1981-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,2859000.0,3.2
1981-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2860000.0,2852750.0,3.3
1981-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2893000.0,2857000.0,3.3
1981-05-01,2.0,3.7,,,3409.0,2594.0,1072.0,8174.0,13.6,109222.0,64.3,59.5,,7.37,,,,,,,,17170.0,,4532.0,,,,,
1981-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2944000.0,2874250.0,3.4
1981-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2887000.0,2896000.0,3.3
1981-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2865000.0,2897250.0,3.3
1981-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2862000.0,2889500.0,3.3
1981-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2962000.0,2894000.0,3.4
1981-06-01,2.1,3.8,,,3340.0,2403.0,1127.0,8098.0,13.7,108396.0,63.7,59.0,,7.41,,,,,,,,17176.0,,4434.0,,,,,
1981-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2877000.0,2891500.0,3.3
1981-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000.0,2892000.0,3.3
1981-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2886000.0,2898000.0,3.3
1981-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2983000.0,2903250.0,3.4
1981-07-01,2.0,3.6,,,3307.0,2408.0,1080.0,7863.0,13.8,108556.0,63.8,59.1,,7.45,,,,,,,,17001.0,,4725.0,,,,,
1981-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2886000.0,2905500.0,3.3
1981-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2845000.0,2900000.0,3.3
1981-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2902000.0,2904000.0,3.3
1981-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2899000.0,2883000.0,3.3
1981-08-01,2.1,3.8,,,3320.0,2487.0,1077.0,8036.0,14.4,108725.0,63.8,59.1,,7.52,,,,,,,,17117.0,,4713.0,,,2867000.0,2878250.0,3.3
1981-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2998000.0,2916500.0,3.4
1981-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2966000.0,2932500.0,3.4
1981-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2957000.0,2947000.0,3.4
1981-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2954000.0,2968750.0,3.4
1981-09-01,2.1,4.0,,,3493.0,2524.0,1147.0,8230.0,13.6,108294.0,63.5,58.7,,7.56,,,,,,,,17043.0,,4809.0,,,,,
1981-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2914000.0,2947750.0,3.4
1981-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3051000.0,2969000.0,3.5
1981-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3014000.0,2983250.0,3.5
1981-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3073000.0,3013000.0,3.5
1981-10-01,2.1,4.1,,,3656.0,2654.0,1169.0,8646.0,13.5,109024.0,63.8,58.8,,7.59,,,,,,,,17284.0,,5332.0,,,,,
1981-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3069000.0,3051750.0,3.5
1981-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3098000.0,3063500.0,3.6
1981-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3104000.0,3086000.0,3.6
1981-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3181000.0,3113000.0,3.7
1981-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3183000.0,3141500.0,3.7
1981-11-01,2.1,4.4,,,3812.0,2810.0,1202.0,9029.0,13.1,109236.0,63.9,58.6,,7.63,,,,,,,,17279.0,,5204.0,,,,,
1981-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3282000.0,3187500.0,3.8
1981-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3291000.0,3234250.0,3.8
1981-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3416000.0,3293000.0,3.9
1981-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,3360000.0,3337250.0,3.9
1981-12-01,2.2,4.8,,,3949.0,2989.0,1203.0,9267.0,13.1,108912.0,63.6,58.2,,7.64,,,,,,,,17223.0,,5536.0,,,,,
1981-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3517000.0,3396000.0,4.0
1981-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3397000.0,3422500.0,3.9
1981-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3551000.0,3456250.0,4.1
1981-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3636000.0,3525250.0,4.2
1982-01-01,2.2,4.9,,,3924.0,3074.0,1223.0,9397.0,13.4,109089.0,63.7,58.2,,7.72,,,,,,,,17569.0,,5067.0,,,,,
1982-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3523000.0,3526750.0,4.0
1982-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,3398000.0,3527000.0,3.9
1982-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3624000.0,3545250.0,4.2
1982-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3602000.0,3536750.0,4.1
1982-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3521000.0,3536250.0,4.0
1982-02-01,2.5,4.8,,,3808.0,3122.0,1479.0,9705.0,14.1,109467.0,63.8,58.2,,7.72,,,,,,,,17449.0,,5737.0,,,,,
1982-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3617000.0,3591000.0,4.1
1982-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3490000.0,3557500.0,4.0
1982-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3562000.0,3547500.0,4.1
1982-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3553000.0,3555500.0,4.1
1982-03-01,2.7,5.2,,,3896.0,3107.0,1607.0,9895.0,14.1,109567.0,63.8,58.1,,7.75,,,,,,,,17610.0,,5938.0,,,,,
1982-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3619000.0,3556000.0,4.1
1982-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3605000.0,3584750.0,4.1
1982-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3684000.0,3615250.0,4.2
1982-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3714000.0,3655500.0,4.3
1982-04-01,2.8,5.4,,,3951.0,3227.0,1585.0,10244.0,14.5,109820.0,63.9,57.9,,7.77,,,,,,,,17846.0,,6049.0,,,,,
1982-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3720000.0,3680750.0,4.2
1982-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3841000.0,3739750.0,4.4
1982-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3967000.0,3810500.0,4.5
1982-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3930000.0,3864500.0,4.5
1982-05-01,3.0,5.4,,,3885.0,3295.0,1659.0,10335.0,14.9,110451.0,64.2,58.2,,7.84,,,,,,,,18034.0,,6112.0,,,3960000.0,3924500.0,4.5
1982-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3972000.0,3957250.0,4.5
1982-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3968000.0,3957500.0,4.5
1982-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,4103000.0,4000750.0,4.7
1982-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3956000.0,3999750.0,4.5
1982-06-01,3.1,5.6,,,3606.0,3413.0,1667.0,10538.0,15.7,110081.0,63.9,57.8,,7.85,,,,,,,,18310.0,,5997.0,,,,,
1982-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4094000.0,4030250.0,4.7
1982-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4121000.0,4068500.0,4.7
1982-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4105000.0,4069000.0,4.7
1982-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4057000.0,4094250.0,4.6
1982-07-01,3.2,5.8,,,3929.0,3300.0,1739.0,10849.0,15.4,110342.0,64.0,57.7,,7.9,,,,,,,,18274.0,,6084.0,,,,,
1982-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4139000.0,4105500.0,4.7
1982-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4025000.0,4081500.0,4.6
1982-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4148000.0,4092250.0,4.7
1982-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,4155000.0,4116750.0,4.7
1982-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,4040000.0,4092000.0,4.6
1982-08-01,3.3,5.8,,,3895.0,3354.0,1830.0,10881.0,16.2,110514.0,64.1,57.8,,7.94,,,,,,,,18470.0,,6221.0,,,,,
1982-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4191000.0,4133500.0,4.8
1982-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4234000.0,4155000.0,4.8
1982-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000.0,4191250.0,4.9
1982-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4316000.0,4260250.0,4.9
1982-09-01,3.5,6.2,,,3966.0,3494.0,1871.0,11217.0,16.6,110721.0,64.1,57.6,,7.94,,,,,,,,18524.0,,6705.0,,,,,
1982-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4356000.0,4301500.0,5.0
1982-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4445000.0,4354250.0,5.1
1982-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,4468000.0,4396250.0,5.1
1982-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,4542000.0,4452750.0,5.2
1982-10-01,3.8,6.6,,,3873.0,3471.0,1939.0,11529.0,17.2,110744.0,64.1,57.4,,7.96,,,,,,,,18373.0,,6857.0,,,,,
1982-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4629000.0,4521000.0,5.3
1982-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4689000.0,4582000.0,5.4
1982-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,4599000.0,4614750.0,5.3
1982-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4686000.0,4650750.0,5.3
1982-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,4595000.0,4642250.0,5.2
1982-11-01,4.0,6.6,,,3974.0,3518.0,2147.0,11938.0,17.1,111050.0,64.2,57.3,,7.98,,,,,,,,18447.0,,6704.0,,,,,
1982-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4713000.0,4648250.0,5.4
1982-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,4554000.0,4637000.0,5.2
1982-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,4695000.0,4639250.0,5.4
1982-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4442000.0,4601000.0,5.1
1982-12-01,4.2,6.4,,,3939.0,3425.0,2098.0,12051.0,18.1,111083.0,64.1,57.2,,8.01,,,,,,,,18406.0,,6657.0,,,,,
1982-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4509000.0,4550000.0,5.1
1982-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4339000.0,4496250.0,5.0
